Sample.Num.Overall,Sample.Num.Spp,Year.1,Year.2,L.grid.SI.Dur.days,L.grid.SI.Area.1,L.grid.SI.Area.2,Location,Spp,Stage,ID.I,ID.2,ID.3,Island,Date.E1,JulianDate.E1,Date.E1.RelNov1,Date.Sample,JulianDate.Sample,Use.Ad.Data,Cul.L.mm,Cul.D.mm,Flipper.L.mm,R.PC1.2,Mass.g,Sex.1.M.F,Sex.2.M.F,Gel.num,Egg.Mass.g,Egg.L.mm,Egg.W.mm,delta.15.N,delta.13.C
239,19,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N40,A1,N40A1,BIS,11/27/2007,2007331,27,11/27/2007,2007331,Yes,46.2,14.5,209,-1.263583407,4800,FEMALE,1,29,129,66.5,57.5,7.8,-25.4
240,20,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N40,A2,N40A2,BIS,11/27/2007,2007331,27,11/27/2007,2007331,Yes,48.7,15.1,222,0.723677065,5350,MALE,0,29,129,66.5,57.5,8,-25.4
241,21,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N41,A1,N41A1,BIS,11/27/2007,2007331,27,11/27/2007,2007331,Yes,50.2,14.3,218,0.165680662,5700,MALE,0,29,117,66.7,55.3,7.9,-25.4
242,22,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N41,A2,N41A2,BIS,11/27/2007,2007331,27,11/27/2007,2007331,Yes,45.1,14.5,215,-0.924578456,5000,FEMALE,1,29,117,66.7,55.3,7.6,-25.5
243,23,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N42,A1,N42A1,BIS,11/27/2007,2007331,26,11/27/2007,2007331,Yes,46.5,14.5,213,-0.847556275,4400,FEMALE,1,29,120,70.1,54.4,7.9,-25.4
244,24,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N42,A2,N42A2,BIS,11/27/2007,2007331,26,11/27/2007,2007331,Yes,46.3,15.8,215,0.064684484,5050,MALE,0,29,120,70.1,54.4,7.9,-25.4
245,25,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N44,A1,N44A1,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,42.9,13.1,215,-2.156857744,5000,FEMALE,1,7a,126,68.4,56.7,7.7,-25.4
246,26,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N44,A2,N44A2,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,46.1,15.1,215,-0.385950531,5100,MALE,0,7a,126,68.4,56.7,7.8,-25.4
247,27,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N46,A1,N46A1,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,44.5,14.3,216,-1.062944775,4100,FEMALE,1,Pred,122,69.1,55.9,8,-25.7
248,28,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N46,A2,N46A2,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,47.8,15,215,-0.132452995,5650,MALE,0,29,122,69.1,55.9,7.9,-25.5
249,29,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N47,A1,N47A1,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,48.2,14.3,210,-0.923825246,4600,FEMALE,1,7a,141,74.3,57.4,7.7,-25.5
250,30,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N47,A2,N47A2,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,50,15.3,220,0.900554475,5550,MALE,0,7a,141,74.3,57.4,8.3,-25.2
252,32,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N50,A2,N50A2,BIS,11/29/2007,2007333,29,11/29/2007,2007333,Yes,42.8,14.2,209,-2.066190059,4700,FEMALE,1,8a,120,66.4,56.5,7.6,-25.5
253,33,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N56,A1,N56A1,BIS,12/3/2007,2007337,33,12/3/2007,2007337,Yes,45.1,14.5,207,-1.646296303,5050,FEMALE,1,8a,120,65.2,56.1,8,-25.5
254,34,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N56,A2,N56A2,BIS,12/3/2007,2007337,33,12/3/2007,2007337,Yes,59.6,17,230,4.573163846,6050,MALE,0,8a,120,65.2,56.1,7.8,-25.7
255,35,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N2,A1,N2A1,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,49.1,14.8,220,0.439438268,5150,FEMALE,1,13,124,67.8,57.5,7.9,-26.6
256,36,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N2,A2,N2A2,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,48.4,16.3,220,1.197547182,5400,MALE,0,13,124,67.8,57.5,8,-26.9
257,37,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N4,A1,N4A1,BIS,11/2/2008,2008307,2,11/2/2008,2008307,Yes,42.6,13.7,213,-2.037721521,4950,FEMALE,1,13,138,70,59,8,-26.7
258,38,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N4,A2,N4A2,BIS,11/2/2008,2008307,2,11/2/2008,2008307,Yes,44.4,17.3,219,0.962979484,5250,MALE,0,13,138,70,59,8.1,-26.8
259,39,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N5,A1,N5A1,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,44,13.6,208,-2.290465847,4350,FEMALE,1,13,122,67.9,56.5,8,-26.7
260,40,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N5,A2,N5A2,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,48.7,15.7,208,-0.184595273,5350,MALE,0,13,122,67.9,56.5,8.1,-26.8
263,43,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N7,A1,N7A1,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,45.3,13.7,210,-1.81185183,4300,FEMALE,1,13,133,67.9,58.4,8.4,-26.7
264,44,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N7,A2,N7A2,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,49.6,15,216,0.288770992,4750,MALE,0,13,133,67.9,58.4,8.3,-26.8
265,45,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N8,A1,N8A1,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,50.5,15.9,222,1.527664846,5550,MALE,0,14b,127,66.9,57.8,8.5,-26.6
266,46,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N8,A2,N8A2,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,43.6,13.9,217,-1.374723935,4900,FEMALE,1,14b,127,66.9,57.8,8.3,-26.8
269,49,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N12,A1,N12A1,BIS,11/2/2008,2008307,2,11/2/2008,2008307,Yes,44.9,13.3,213,-1.851254512,5100,FEMALE,1,14b,120,67.2,56.2,8.5,-26.9
270,50,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N12,A2,N12A2,BIS,11/2/2008,2008307,2,11/2/2008,2008307,Yes,45.2,15.8,215,-0.13759895,5300,MALE,0,14b,120,67.2,56.2,8.6,-26.7
271,51,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N13,A1,N13A1,BIS,11/4/2008,2008309,4,11/6/2008,2008311,Yes,46.6,14.2,210,-1.277178011,4850,FEMALE,1,14b,126,67.6,57.8,8.4,-26.9
272,52,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N13,A2,N13A2,BIS,11/4/2008,2008309,4,11/6/2008,2008311,Yes,48.5,14.1,220,-0.08475436,5300,MALE,0,14b,126,67.6,57.8,8.4,-26.8
273,53,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N14,A1,N14A1,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,45.1,14.4,210,-1.434774426,4400,FEMALE,1,15,127,66.9,57.8,8.5,-27
274,54,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N14,A2,N14A2,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,50.1,15,225,1.192650585,5000,MALE,0,15,127,66.9,57.8,8.5,-26.6
275,55,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N15,A1,N15A1,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,46.5,14.4,217,-0.545819667,4900,FEMALE,1,15,132,67.5,58.9,8.5,-26.8
276,56,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N15,A2,N15A2,BIS,11/4/2008,2008309,4,11/4/2008,2008309,Yes,45,15.4,220,0.040206636,5050,MALE,0,15,132,67.5,58.9,8.6,-26.8
277,57,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N16,A1,N16A1,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,43.8,13.9,208,-2.149877706,4300,FEMALE,1,15,121,64.6,57.5,8.6,-26.8
278,58,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N16,A2,N16A2,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,45.5,15,220,-0.104335611,5000,MALE,0,15,121,64.6,57.5,8.6,-26.7
279,59,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N17,A1,N17A1,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,43.2,14.5,208,-1.905480231,4450,FEMALE,1,15,132,68,58.7,8.5,-26.9
280,60,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N17,A2,N17A2,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,50.4,15.3,224,1.33497101,5550,MALE,0,15,132,68,58.7,8.7,-26.8
281,61,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N18,A1,N18A1,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,45.3,13.8,208,-1.933158976,4200,FEMALE,1,15,111,65.4,55.4,8.7,-26.8
282,62,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N18,A2,N18A2,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,46.2,14.9,221,0.055482625,5300,MALE,0,15,111,65.4,55.4,8.6,-26.8
283,63,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N19,A1,N19A1,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,45.7,13.9,214,-1.259190663,4400,FEMALE,1,15,132,68.5,58.5,8.6,-26.6
284,64,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N19,A2,N19A2,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,54.3,15.7,231,2.920150109,5650,MALE,0,15,132,68.5,58.5,8.5,-26.8
285,65,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N20,A1,N20A1,BIS,11/4/2008,2008309,4,11/6/2008,2008311,Yes,45.8,14.2,219,-0.612360658,4700,FEMALE,1,15,136,70.3,58.5,8.6,-26.6
286,66,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N20,A2,N20A2,BIS,11/4/2008,2008309,4,11/6/2008,2008311,Yes,49.8,16.8,230,2.652757712,5700,MALE,0,15,136,70.3,58.5,8.5,-26.7
287,67,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N51,A1,N51A1,BIS,11/9/2008,2008314,15,11/15/2008,2008320,Yes,46.2,14.4,214,-0.871632069,4650,FEMALE,1,Pred,119,66.5,56.1,8.2,-26.8
288,68,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N51,A2,N51A2,BIS,11/9/2008,2008314,15,11/15/2008,2008320,Yes,49.5,16.2,229,2.152640878,5800,MALE,0,15,119,66.5,56.1,8.5,-26.7
289,69,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N53,A1,N53A1,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,43.5,14.2,220,-0.945102199,4700,FEMALE,1,15,138,72.1,57.3,8.6,-26.7
290,70,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N53,A2,N53A2,BIS,11/13/2008,2008318,13,11/13/2008,2008318,Yes,50.7,15,223,1.122557542,5550,MALE,0,15,138,72.1,57.3,8.6,-26.7
291,71,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N54,A1,N54A1,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,47.7,15,216,-0.060627667,4750,FEMALE,1,15,130,69,58,8.5,-26.7
292,72,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N54,A2,N54A2,BIS,11/3/2008,2008308,3,11/3/2008,2008308,Yes,46.4,15.6,221,0.506117641,5000,MALE,0,15,130,69,58,8.4,-26.7
293,73,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N55,A1,N55A1,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,48.2,15.6,221,0.837126897,5100,MALE,0,16,128,67.1,57.1,8.2,-26.7
294,74,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N55,A2,N55A2,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,46.5,14.8,217,-0.309330404,5200,FEMALE,1,16,128,67.1,57.1,8.6,-26.6
295,75,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N56,A1,N56A1,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,46.4,15,216,-0.299689907,4700,FEMALE,1,16,127,71,56.2,8.5,-27
296,76,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N56,A2,N56A2,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,48.6,16,230,1.959106349,5800,MALE,0,16,127,71,56.2,8.6,-26.7
297,77,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N58,A1,N58A1,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,47.5,14.2,209,-1.201888114,4600,FEMALE,1,16,111,64.8,54.9,8.4,-26.8
298,78,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N58,A2,N58A2,BIS,11/6/2008,2008311,6,11/6/2008,2008311,Yes,51.1,16.3,220,1.694061065,6000,MALE,0,16,111,64.8,54.9,8.4,-26.8
299,79,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N60,A1,N60A1,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,45.2,13.8,215,-1.320045263,4750,FEMALE,1,16,113,66,54.7,8.2,-26.7
300,80,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N60,A2,N60A2,BIS,11/9/2008,2008314,9,11/9/2008,2008314,Yes,45.2,16.4,223,0.938852791,5950,MALE,0,16,113,66,54.7,8.2,-26.7
301,81,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N1,A1,N1A1,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,49.1,14.5,212,-0.459646525,4625,FEMALE,1,20b,114,70.6,54.2,8.4,-26.3
302,82,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N1,A2,N1A2,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,52.5,15.6,221,1.62787123,5450,MALE,0,20b,114,70.6,54.2,8.3,-26.3
303,83,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N6,A1,N6A1,BIS,11/15/2009,2009319,15,11/15/2009,2009319,Yes,47.4,14.6,212,-0.713144062,4725,FEMALE,1,20b,128,66.8,57.4,8.2,-26.2
304,84,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N6,A2,N6A2,BIS,11/15/2009,2009319,15,11/15/2009,2009319,Yes,50,15.9,224,1.616147292,5350,MALE,0,24,128,66.8,57.4,8.2,-26.4
305,85,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N8,A1,N8A1,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,44.9,13.8,212,-1.645857665,4750,FEMALE,1,21,121,69.2,55.3,8.1,-26.2
306,86,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N8,A2,N8A2,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,50.8,17.3,228,2.951833859,5600,MALE,0,24,121,69.2,55.3,8.3,-26.3
307,87,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N13,A1,N13A1,BIS,11/20/2009,2009324,19,11/20/2009,2009324,Yes,43.4,14.4,218,-1.025676432,4600,FEMALE,1,21,125,65.6,57.3,8.2,-26.2
308,88,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N13,A2,N13A2,BIS,11/20/2009,2009324,19,11/20/2009,2009324,Yes,51.3,14.2,218,0.308841781,5300,MALE,0,21,125,65.6,57.3,8.2,-26.3
309,89,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N14,A1,N14A1,BIS,11/25/2009,2009329,25,11/25/2009,2009329,Yes,47.5,14,212,-1.049488553,4875,FEMALE,1,21,115,63.8,56.3,8.1,-26.2
310,90,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N14,A2,N14A2,BIS,11/25/2009,2009329,25,11/25/2009,2009329,Yes,52.1,17,230,3.193958614,5550,MALE,0,21,115,63.8,56.3,8.3,-26.1
311,91,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N15,A1,N15A1,BIS,11/25/2009,2009329,25,11/27/2009,2009331,Yes,47.5,15,218,0.083022989,4950,FEMALE,1,22,129,66.3,58.6,8.3,-26.1
312,92,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N15,A2,N15A2,BIS,11/25/2009,2009329,25,11/27/2009,2009331,Yes,52.2,17.1,228,3.091040871,5400,MALE,0,22,129,66.3,58.6,8.4,-25.9
313,93,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N18,A1,N18A1,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,45.5,14.5,212,-1.121665036,4750,FEMALE,1,22,134,67.9,58.8,8.2,-26.2
314,94,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N18,A2,N18A2,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,49.5,16.1,224,1.642444908,5650,MALE,0,22,134,67.9,58.8,8.8,-25.7
315,95,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N19,A1,N19A1,BIS,11/27/2009,2009331,27,11/27/2009,2009331,Yes,44.5,14.7,214,-1.006884974,4850,FEMALE,1,22,174,78.8,63.3,8.2,-26.2
316,96,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N19,A2,N19A2,BIS,11/27/2009,2009331,27,11/27/2009,2009331,Yes,50.8,15.7,226,1.825447347,5200,MALE,0,22,174,78.8,63.3,8.3,-26.1
317,97,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N20,A1,N20A1,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,49.4,15.8,216,0.724970711,4925,MALE,0,21,111,67.1,53.9,8,-26.1
318,98,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N20,A2,N20A2,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,46.9,14.6,222,0.097056231,4875,FEMALE,1,21,111,67.1,53.9,7.9,-26
319,99,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N21,A1,N21A1,BIS,11/18/2009,2009322,15,11/18/2009,2009322,Yes,48.4,14.4,203,-1.45942724,4625,FEMALE,1,21,120,68.2,55.5,8.2,-26.1
320,100,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N21,A2,N21A2,BIS,11/18/2009,2009322,15,11/18/2009,2009322,Yes,51.1,16.5,225,2.263379351,5250,MALE,0,21,120,68.2,55.5,8.2,-26.4
321,101,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N22,A1,N22A1,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,48.5,15,219,0.35713175,4850,FEMALE,1,24,129,69.7,56.8,8.1,-26.2
322,102,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N22,A2,N22A2,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,55.9,17,228,3.71232647,5600,MALE,0,24,129,69.7,56.8,8.3,-26.4
323,103,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N23,A1,N23A1,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,47.2,15.5,215,0.052822165,4975,FEMALE,1,21,125,68.5,56.5,8.3,-26.2
324,104,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N23,A2,N23A2,BIS,11/18/2009,2009322,18,11/18/2009,2009322,Yes,49.1,15,228,1.279400746,5500,MALE,0,21,125,68.5,56.5,8.7,-25.8
325,105,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N24,A1,N24A1,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,47.3,13.8,216,-0.843653067,4725,FEMALE,1,Pred,122,69.1,56.5,8.3,-26.2
326,106,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N24,A2,N24A2,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,46.8,16.1,215,0.333998447,5500,MALE,0,22,122,69.1,56.5,8.3,-26.1
327,107,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N28,A1,N28A1,BIS,11/10/2009,2009314,9,11/10/2009,2009314,Yes,41.7,14.7,210,-1.882647184,4700,FEMALE,1,20b,135,71.9,58.1,8.1,-26.4
328,108,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N28,A2,N28A2,BIS,11/10/2009,2009314,9,11/10/2009,2009314,Yes,53.4,15.8,219,1.731191027,5500,MALE,0,20b,135,71.9,58.1,8.4,-26.3
329,109,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N29,A1,N29A1,BIS,11/9/2009,2009313,9,11/9/2009,2009313,Yes,43.3,14,208,-2.182702406,4575,FEMALE,1,20b,124,69.2,56.4,8.4,-26.4
330,110,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N29,A2,N29A2,BIS,11/9/2009,2009313,9,11/9/2009,2009313,Yes,48.1,15.1,209,-0.559450855,5500,MALE,0,20b,124,69.2,56.4,8.5,-26.2
331,111,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N32,A1,N32A1,BIS,11/20/2009,2009324,20,11/20/2009,2009324,Yes,50.5,15.2,216,0.572520251,5000,FEMALE,1,21,137,68.8,59,8.2,-26.2
332,112,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N32,A2,N32A2,BIS,11/20/2009,2009324,20,11/20/2009,2009324,Yes,49.8,15.9,229,2.03044214,5950,MALE,0,21,137,68.8,59,8.3,-26.2
333,113,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N34,A1,N34A1,BIS,11/27/2009,2009331,27,11/27/2009,2009331,Yes,43.5,15.2,213,-0.985382158,4650,FEMALE,1,22,130,69.8,57.3,8.2,-26.1
334,114,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N34,A2,N34A2,BIS,11/27/2009,2009331,27,11/27/2009,2009331,Yes,51.5,16.3,230,2.669765986,5500,MALE,0,22,130,69.8,57.3,8.8,-25.8
335,115,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N35,A1,N35A1,BIS,11/25/2009,2009329,25,11/27/2009,2009331,Yes,46.2,14.1,217,-0.778354823,4375,FEMALE,1,22,131,67,59,8.3,-26
336,116,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N35,A2,N35A2,BIS,11/25/2009,2009329,25,11/27/2009,2009331,Yes,55.1,16,230,3.15441755,5850,MALE,0,22,131,67,59,8.1,-26.2
337,117,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N36,A1,N36A1,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,44.5,15.7,217,-0.145017625,4875,FEMALE,1,Pred,132,68.7,58.6,8,-26.2
338,118,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N36,A2,N36A2,BIS,12/1/2009,2009335,31,12/1/2009,2009335,Yes,48.8,16.2,222,1.39241194,6000,MALE,0,22,132,68.7,58.6,8.3,-25.9
341,121,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N39,A1,N39A1,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,46.8,14.3,215,-0.730203235,4850,FEMALE,1,24,132,69,58,8.4,-26.1
342,122,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N39,A2,N39A2,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,50.4,15.7,222,1.391030811,5750,MALE,0,24,132,69,58,8.3,-26
343,123,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N43,A1,N43A1,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,45.2,14.8,212,-0.999466299,5200,FEMALE,1,24,128,72.2,56.3,8.2,-26.1
344,124,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N43,A2,N43A2,BIS,11/22/2009,2009326,22,11/22/2009,2009326,Yes,49.9,16.1,213,0.723640481,5400,MALE,0,24,128,72.2,56.3,8.4,-26.2